time,x,y,z
1683729928199201964,0.10786817643227799,-0.05060091246752603,0.2207039465705255
1683729928199201964,0.10786817643227799,-0.05060091246752603,0.2207039465705255
1683729928199201964,0.10786817643227799,-0.05060091246752603,0.2207039465705255
1683729928199201964,0.10786817643227799,-0.05060091246752603,0.2207039465705255
1683729928199201964,0.10786817643227799,-0.05060091246752603,0.2207039465705255
1683729928199201964,0.10786817643227799,-0.05060091246752603,0.2207039465705255
1683729928499199300,0.07774444408315663,-0.08039736408361584,0.275251914209332
1683729928499199300,0.07774444408315663,-0.08039736408361584,0.275251914209332
1683729928499199300,0.07774444408315663,-0.08039736408361584,0.275251914209332
1683729928499199300,0.07774444408315663,-0.08039736408361584,0.275251914209332
1683729928499199300,0.07774444408315663,-0.08039736408361584,0.275251914209332
1683729928761898720,0.04873088521371076,-0.11048199123432109,0.32337778509840515
1683729928761898720,0.04873088521371076,-0.11048199123432109,0.32337778509840515
1683729928761898720,0.04873088521371076,-0.11048199123432109,0.32337778509840515
1683729928761898720,0.04873088521371076,-0.11048199123432109,0.32337778509840515
1683729929103648242,-0.05133927019260179,0.021917265865648017,0.08286925653932381
1683729929103648242,0.1304719116753413,-0.1333546903169529,0.0824789633448057
1683729930521371132,0.21083127003904445,-0.54489750208579,0.20044026297554984
1683729971246917377,1.8107687599419546,3.9693330227660932,0.002716104450108503
1683729971517706136,1.8084296409682246,4.550748924262446,0.10726734755698875
1683729971941062033,2.268054148657062,4.080087709088013,0.190229823547992
1683729972174315609,2.0202873385485614,4.235364633829605,0.12622218815377728
1683729972472335601,2.0190521499260345,4.236210036916025,0.12974374356221308
1683729972921580318,1.9341365880388621,3.4648300298531973,0.14451277540450924
1683729973221886946,2.1483837871045823,3.086670113502853,0.2733706518508745
1683729973465715763,1.825203425824793,3.761761048956705,0.10111958194947412
1683729973465715763,2.710467777252229,3.727818239184727,0.06533063359050573
1683729973833216032,2.0077266521769426,4.2827195977874135,0.15442868022179201
1683729974088261248,2.3238196729174545,3.9912219334774495,0.24828529203321903
1683729974088261248,3.1867930270994327,3.953229775399068,0.3070147878571916
1683729974436971041,1.960783347670906,3.7320593743439003,0.16972104783293585
1683729974436971041,3.0210557438399217,5.668410495503892,0.11322275643994928
1683729974436971041,2.9577548933394557,3.6953012856950567,0.1841401041533075
1683729974771709276,1.1773932838355083,3.7370440078264866,0.03511078307234872
1683729974771709276,2.215591385895649,5.671989863962365,-0.1633615293455577
1683729974771709276,2.1633913985864623,3.6977072580771884,-0.08622422491848614
1683729975253776107,1.0426496168268997,3.9695789006915163,-0.016944057541697255
1683729975996736414,1.8680748108742709,3.971480285285958,0.19747661800311622
1683729976357260863,1.7577771629466226,3.944005699842361,0.08507436905869525
1683729976794555030,2.4108848227085673,3.872720333183944,0.44341442918470353
1683729977188075252,1.0321064158708604,3.817267885128705,-0.10733655653384844
1683729977589555812,0.7523950704654512,3.7989322120126134,-0.2038259188175635
1683729994917403890,1.9949967154093058,3.5510905196820017,-0.04293707695977922
1683729995389545719,2.0267398535757595,4.631788428093234,0.2622675545852484
1683729995609137817,2.3960478758121817,3.9061860958028145,0.17313684640455662
1683729995868245344,2.4691816272535165,3.13930907090712,0.04096422016052248
