time,x,y,z
1682085619669146530,-8.367797396352438,-34.217175212105715,0.18173792651388043
1682085620169117082,-8.369271600966787,-34.208169204970844,0.18681886263143957
1682085620669206882,-8.385140585063409,-34.191488590810145,0.19481590553795444
1682085621169177255,-8.387681513009795,-34.19467707056122,0.19166336256267952
1682085621669192732,-8.38828160235909,-34.19241124999395,0.18568442363032966
1682085622169778193,-8.400162520288728,-34.17622834259609,0.18038093791872728
1682085622669596978,-8.390504578512292,-34.136148321691024,0.19450583500316163
1682085623169878938,-8.39633691087303,-34.13835689098041,0.18985187429731867
1682085623669191195,-8.423198012173684,-34.12913071804417,0.1824032230120964
1682085624169375922,-8.471850531406838,-34.087517542579505,0.27895669029632747
1682085624669296354,-8.487979797345492,-34.015407177007866,0.39968065578435163
1682085625170905061,-8.471293164747884,-34.034326154166095,0.57302303969893
1682085625672212953,-8.471838874453104,-34.04821795133167,0.8360739209757264
1682085626169176087,-8.484733635141419,-34.052885440208534,1.1493301488794667
1682085626669880777,-8.494373381278688,-34.0940344724425,1.5560431038395663
1682085627169165978,-8.490135242048698,-34.04043314789355,1.9377338412885428
1682085627670095949,-8.537846993699073,-34.01030796401974,2.2564356866769684
1682085628169259370,-8.528212131857487,-34.07186138098843,2.4952903902901156
1682085628669123268,-8.497714902781665,-34.069059112192626,2.640539871868493
1682085629169670679,-8.499016627234266,-34.047754665842724,2.727111785079829
1682085629669137016,-8.490222984991407,-34.060770340680165,2.721014068079683
1682085630169146877,-8.493294598152273,-34.038038567221164,2.714100251196067
1682085630669787634,-8.489482345081365,-34.04749636664893,2.717893593637175
1682085631170620285,-8.491283088868409,-34.06922410270664,2.708968149358702
1682085631669355612,-8.488580588551768,-34.14224476205683,2.732607719927839
1682085632169220671,-8.245827544882708,-34.212010790963866,2.9858278187831875
1682085632669115672,-7.848040061466715,-34.072842301814454,3.4408388789904607
1682085633170094850,-7.5252196782751195,-33.943396204121754,3.8272849236963524
1682085633669129669,-7.3280638336445145,-34.06710716179919,3.9804333210471485
1682085634169133454,-7.066514726727941,-34.16586112613247,3.9981073408126946
1682085634669180654,-6.872446937492439,-34.355306406622155,4.0127762055894145
1682085635169114675,-6.8833271604837005,-34.66625675425517,3.9899052529502637
1682085635669151730,-6.83584950717361,-34.93827288583915,3.9793001423412226
1682085636169131225,-6.85727643219678,-35.20302324848086,3.9867769668772564
