time,uav4,uav8,uav11
1682085619621702306,0.1279452274952889,5.796024473621696,6.439616001689608
1682085619653296172,0.1279452274952889,5.796024473621696,6.439616001689608
1682085619687139888,0.1279452274952889,5.796024473621696,6.439616001689608
1682085619722187474,0.1279452274952889,5.796024473621696,6.439616001689608
1682085619758704451,0.1279452274952889,5.796024473621696,6.439616001689608
1682085619788456717,0.12958122896952368,5.797463176100456,6.434632735818981
1682085619821736139,0.12958122896952368,5.797463176100456,6.434632735818981
1682085619854749667,0.12958122896952368,5.797463176100456,6.434632735818981
1682085619888302155,0.12958122896952368,5.797463176100456,6.434632735818981
1682085619921618897,0.12978489995152612,5.797463176100456,6.434632735818981
1682085619960897549,0.12978489995152612,5.797463176100456,6.434632735818981
1682085619990283491,0.12978489995152612,5.797463176100456,6.434632735818981
1682085620022054511,0.12978489995152612,5.795890104198857,6.434632735818981
1682085620054469599,0.12978489995152612,5.795890104198857,6.434632735818981
1682085620088345304,0.12978489995152612,5.795890104198857,6.434632735818981
1682085620120967757,0.12978489995152612,5.795890104198857,6.434632735818981
1682085620160048959,0.12978489995152612,5.795890104198857,6.434632735818981
1682085620188536109,0.12978489995152612,5.795890104198857,6.434632735818981
1682085620222105345,0.12978489995152612,5.795890104198857,6.434632735818981
1682085620255656018,0.130184225647666,5.798615102655221,6.428148363522461
1682085620289198608,0.130184225647666,5.798615102655221,6.428148363522461
1682085620321709786,0.130184225647666,5.798615102655221,6.428148363522461
1682085620356292597,0.130184225647666,5.798615102655221,6.428148363522461
1682085620389136276,0.130184225647666,5.798615102655221,6.428148363522461
1682085620421332547,0.14198393514122698,5.798615102655221,6.428148363522461
1682085620455071236,0.14198393514122698,5.798615102655221,6.428148363522461
1682085620488489765,0.14198393514122698,5.798615102655221,6.428148363522461
1682085620521794179,0.14198393514122698,5.8119180541995314,6.428148363522461
1682085620557300029,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620588688891,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620622648477,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620654922912,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620689688837,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620721370383,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620759761411,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620788623300,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620822020186,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620854770136,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620889041411,0.1404187839089924,5.816138978401189,6.42079469912465
1682085620921319113,0.14203205226647206,5.816138978401189,6.42079469912465
1682085620960523642,0.14203205226647206,5.816138978401189,6.42079469912465
1682085620988524915,0.14203205226647206,5.816138978401189,6.42079469912465
1682085621022198831,0.14203205226647206,5.814639833761486,6.42079469912465
1682085621054517641,0.14203205226647206,5.814639833761486,6.421371430881198
1682085621090191801,0.14203205226647206,5.814639833761486,6.421371430881198
1682085621122142709,0.14203205226647206,5.814639833761486,6.421371430881198
1682085621156628441,0.14203205226647206,5.814639833761486,6.421371430881198
1682085621189924336,0.14203205226647206,5.814639833761486,6.421371430881198
1682085621221832819,0.14098186011571154,5.818902762236624,6.4154298546203155
1682085621254725308,0.14098186011571154,5.818902762236624,6.4154298546203155
1682085621288806962,0.14098186011571154,5.818902762236624,6.4154298546203155
1682085621321764200,0.14098186011571154,5.818902762236624,6.4154298546203155
1682085621355920310,0.14098186011571154,5.818902762236624,6.4154298546203155
1682085621388676815,0.14098186011571154,5.818902762236624,6.4154298546203155
1682085621421854939,0.13813320887600386,5.818902762236624,6.4154298546203155
1682085621455375360,0.13813320887600386,5.818902762236624,6.4154298546203155
1682085621489725035,0.13813320887600386,5.818902762236624,6.4154298546203155
1682085621521727634,0.13813320887600386,5.8025922529688705,6.4154298546203155
1682085621555966173,0.13813320887600386,5.8025922529688705,6.422174720065398
1682085621590181414,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621623604332,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621655833757,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621689056465,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621722493256,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621760023391,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621789823258,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621821724421,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621855168965,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621888798039,0.13794667415087755,5.805961858274888,6.416889615168957
1682085621921754947,0.1410625621925987,5.805961858274888,6.416889615168957
1682085621955417932,0.1410625621925987,5.805961858274888,6.416889615168957
1682085621989345063,0.1410625621925987,5.805961858274888,6.416889615168957
1682085622022701131,0.1410625621925987,5.794282966202451,6.416889615168957
1682085622055727277,0.1410625621925987,5.794282966202451,6.421510232224079
1682085622088948075,0.1410625621925987,5.794282966202451,6.421510232224079
1682085622122813161,0.13900147198691723,5.799969961752635,6.414287550108946
1682085622155813950,0.13900147198691723,5.799969961752635,6.414287550108946
1682085622189059006,0.13900147198691723,5.799969961752635,6.414287550108946
1682085622222150632,0.13900147198691723,5.799969961752635,6.414287550108946
1682085622255274951,0.13900147198691723,5.799969961752635,6.414287550108946
1682085622288741265,0.13900147198691723,5.799969961752635,6.414287550108946
1682085622322728318,0.13900147198691723,5.799969961752635,6.414287550108946
1682085622355947191,0.13900147198691723,5.799969961752635,6.414287550108946
1682085622390026451,0.13900147198691723,5.799969961752635,6.414287550108946
1682085622423849065,0.1301892835383722,5.799969961752635,6.414287550108946
1682085622455210371,0.1301892835383722,5.799969961752635,6.414287550108946
1682085622489994050,0.12735401541781774,5.805012320483547,6.4034781294036485
1682085622522206440,0.12735401541781774,5.811144663264644,6.4034781294036485
1682085622554932929,0.12735401541781774,5.811144663264644,6.398997608722012
1682085622589731295,0.12735401541781774,5.811144663264644,6.398997608722012
1682085622623521688,0.12735401541781774,5.811144663264644,6.398997608722012
1682085622655814731,0.12735401541781774,5.811144663264644,6.398997608722012
1682085622690416749,0.1266042635955932,5.815213445842122,6.387563038072851
1682085622722370332,0.1266042635955932,5.815213445842122,6.387563038072851
1682085622755731290,0.1266042635955932,5.815213445842122,6.387563038072851
1682085622789904579,0.1266042635955932,5.815213445842122,6.387563038072851
1682085622822047538,0.1266042635955932,5.815213445842122,6.387563038072851
1682085622856809969,0.1266042635955932,5.815213445842122,6.387563038072851
1682085622890218465,0.1266042635955932,5.815213445842122,6.387563038072851
1682085622922360210,0.1298266645548747,5.815213445842122,6.387563038072851
1682085622956057455,0.1298266645548747,5.815213445842122,6.387563038072851
1682085622991238161,0.1298266645548747,5.815213445842122,6.387563038072851
1682085623022203646,0.1298266645548747,5.815678187969664,6.387563038072851
1682085623055685513,0.1298266645548747,5.815678187969664,6.397266486754845
1682085623090600293,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623124300106,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623160654954,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623189467189,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623222671797,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623255713750,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623289368424,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623323031078,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623356549791,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623389842541,0.12990873125025093,5.819757490362081,6.387510588890693
1682085623421695475,0.148820567636131,5.819757490362081,6.387510588890693
1682085623455898506,0.148820567636131,5.819757490362081,6.387510588890693
1682085623489835639,0.148820567636131,5.819757490362081,6.387510588890693
1682085623522469774,0.148820567636131,5.773807932102448,6.387510588890693
1682085623556773944,0.148820567636131,5.773807932102448,6.423257847541892
1682085623591721870,0.148820567636131,5.773807932102448,6.423257847541892
1682085623623512443,0.148820567636131,5.773807932102448,6.423257847541892
1682085623656783029,0.148820567636131,5.773807932102448,6.423257847541892
1682085623690803838,0.148820567636131,5.773807932102448,6.423257847541892
1682085623724678299,0.148820567636131,5.773807932102448,6.423257847541892
1682085623756717071,0.148820567636131,5.773807932102448,6.423257847541892
1682085623790643077,0.148820567636131,5.773807932102448,6.423257847541892
1682085623823496591,0.148820567636131,5.773807932102448,6.423257847541892
1682085623856249220,0.148820567636131,5.773807932102448,6.423257847541892
1682085623888960517,0.148820567636131,5.773807932102448,6.423257847541892
1682085623922931946,0.23769757676888784,5.773807932102448,6.423257847541892
1682085623960928585,0.23769757676888784,5.773807932102448,6.423257847541892
1682085623990091795,0.23769757676888784,5.773807932102448,6.423257847541892
1682085624023899619,0.23769757676888784,5.728406094901185,6.423257847541892
1682085624055659521,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624089742951,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624123770507,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624157154442,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624190049215,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624223367931,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624256067860,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624289491877,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624324276102,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624357381629,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624389126530,0.23769757676888784,5.728406094901185,6.44713226919389
1682085624423459663,0.34675212468258054,5.728406094901185,6.44713226919389
1682085624456110606,0.34675212468258054,5.728406094901185,6.44713226919389
1682085624489926354,0.34675212468258054,5.728406094901185,6.44713226919389
1682085624526486399,0.34675212468258054,5.703411876718524,6.44713226919389
1682085624558591368,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624598734821,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624626386884,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624658404197,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624692210544,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624725579557,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624759300390,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624793270493,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624826392221,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624860169672,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624896784378,0.34675212468258054,5.703411876718524,6.4653961379180585
1682085624927766072,0.4834969550053466,5.703411876718524,6.4653961379180585
1682085624961073634,0.4834969550053466,5.703411876718524,6.4653961379180585
1682085624994466296,0.4834969550053466,5.703411876718524,6.4653961379180585
1682085625028553728,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625062105002,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625096377584,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625129423560,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625168296218,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625197752372,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625229964803,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625263457035,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625296677801,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625331759799,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625364695062,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625398211128,0.4834969550053466,5.718429184230032,6.4785266788066895
1682085625431418976,0.7304962175175606,5.718429184230032,6.4785266788066895
1682085625464817621,0.7304962175175606,5.718429184230032,6.4785266788066895
1682085625499667666,0.7304962175175606,5.718429184230032,6.4785266788066895
1682085625531356530,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625565046131,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625601879802,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625632805486,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625664630905,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625699976502,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625731984946,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625765308036,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625798516862,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625831409013,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625866195909,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625897827697,0.7304962175175606,5.7471919376136755,6.451976656036202
1682085625931684531,1.038028947881114,5.7471919376136755,6.451976656036202
1682085625965256150,1.038028947881114,5.7471919376136755,6.451976656036202
1682085625998484520,1.038028947881114,5.7471919376136755,6.451976656036202
1682085626033015874,1.038028947881114,5.816703114306141,6.525772783504361
1682085626064805285,1.038028947881114,5.816703114306141,6.525772783504361
1682085626098795943,1.038028947881114,5.816703114306141,6.525772783504361
1682085626130983202,1.038028947881114,5.816703114306141,6.525772783504361
1682085626166858256,1.038028947881114,5.816703114306141,6.525772783504361
1682085626198057712,1.038028947881114,5.816703114306141,6.525772783504361
1682085626231926270,1.038028947881114,5.816703114306141,6.525772783504361
1682085626265767978,1.038028947881114,5.816703114306141,6.525772783504361
1682085626298620529,1.038028947881114,5.816703114306141,6.525772783504361
1682085626333180614,1.038028947881114,5.816703114306141,6.525772783504361
1682085626366207668,1.038028947881114,5.816703114306141,6.525772783504361
1682085626399328512,1.038028947881114,5.816703114306141,6.525772783504361
