time,x_uav4,y_uav4,z_uav4,x_uav8,y_uav8,z_uav8,x_uav11,y_uav11,z_uav11
1682085623399487520,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.462066637462891,-35.17986106396388,0.1131289906072126,-8.791876124751692,-27.64058486090042,0.0859104162462185
1682085623459073690,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.464596984998385,-35.18123775148048,0.1202469188957642,-8.795256555054374,-27.63552850164248,0.0979732366516893
1682085623594137934,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.477310323912985,-35.183512936603776,0.1394617907238852,-8.804540575079306,-27.6221126917512,0.1211543765390111
1682085623628010607,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.4813867402548437,-35.18396698068376,0.1431973575140911,-8.807525159259537,-27.619223982329043,0.1244233396760441
1682085623628010607,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.4813867402548437,-35.18396698068376,0.1431973575140911,-8.807525159259537,-27.619223982329043,0.1244233396760441
1682085623659814856,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.4856996191742344,-35.18459720019281,0.1464376986968898,-8.810270746761256,-27.61777662132228,0.1268943467077371
1682085623695154690,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.4968311082325467,-35.18771410129702,0.1540575767101084,-8.81543670098936,-27.61589246612814,0.1320267947598088
1682085623763787632,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.825402982926274,-27.613298044533025,0.1382312928952966
1682085623763787632,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.825402982926274,-27.613298044533025,0.1382312928952966
1682085623794195002,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.830822206058697,-27.61211690711764,0.142369671451865
1682085623794195002,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.830822206058697,-27.61211690711764,0.142369671451865
1682085623837662232,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.835555236241877,-27.61127541649908,0.1476397054205896
1682085623926346138,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.8520979476579,-27.60756015995267,0.1597810460125557
1682085624159599983,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.886896420473937,-27.600896640612067,0.2106236929231006
1682085628240718818,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-10.787280571422466,-26.941901463081617,0.1826401947424929
1682085628271425062,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-10.742709461009843,-26.92967481303554,0.2360973943179907
1682085628271425062,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-10.742709461009843,-26.92967481303554,0.2360973943179907
1682085628313606434,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-10.752967296020262,-26.90989734444424,0.2262052214377843
1682085628313606434,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-10.752967296020262,-26.90989734444424,0.2262052214377843
1682085628357633024,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.910199384217224,-27.61616038130989,2.5124785260193736
1682085628357633024,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.910199384217224,-27.61616038130989,2.5124785260193736
1682085628401604167,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.913785982761075,-27.612575423987792,2.52226497195532
1682085628401604167,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.913785982761075,-27.612575423987792,2.52226497195532
1682085628449587934,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.91651211075814,-27.610315790513887,2.5293244691007386
1682085628449587934,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.91651211075814,-27.610315790513887,2.5293244691007386
1682085628449594144,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.919124599631349,-27.60829784550148,2.535805845083502
1682085628449594144,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.919124599631349,-27.60829784550148,2.535805845083502
1682085628449594144,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.919124599631349,-27.60829784550148,2.535805845083502
1682085628493598992,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.922020183420761,-27.606203977926903,2.5422982537818903
1682085628493598992,-8.298158403666335,-34.069288599469736,0.1329959247846329,-2.501645289664461,-35.18943395368598,0.1542866103246112,-8.922020183420761,-27.606203977926903,2.5422982537818903
