,time,x_uav8,y_uav8,z_uav8,x_uav11,y_uav11,z_uav11
70,1682085654264980209,-0.6658118416467228,-35.081025683328704,3.992068519756157,,,
71,1682085654768721441,-0.6621362403815539,-35.07045400177055,3.983234140096484,,,
72,1682085655264815100,-0.6613491689784614,-35.09029406483261,3.983960632616963,,,
73,1682085655768547584,-0.6734344743842049,-35.12162423705292,3.960683938596342,,,
74,1682085656264696696,-0.6880715474329703,-35.167498944887626,3.957384971173619,,,
75,1682085656776518105,-0.6971961905403921,-35.18372728351876,3.9569052446677846,,,
76,1682085657265841682,-0.7063907132635299,-35.165307075411484,3.962468708510857,,,
77,1682085657767637730,-0.6821903889964145,-35.161324908410805,3.973738547888913,,,
78,1682085658264736371,-0.6565833376451776,-35.17913745689794,3.9773380981362014,,,
79,1682085658764792697,-0.6584735984050476,-35.1733977118945,3.989098653057941,,,
80,1682085659264707605,-0.6685111773353054,-35.15472826721554,3.995872042081401,,,
81,1682085659766858610,-0.6651274926977848,-35.15314822937039,4.000814326721771,,,
82,1682085660264792584,-0.6586727983601833,-35.14451299079054,3.999277019376767,,,
83,1682085660766048962,-0.662948781581772,-35.1513015300902,4.01119308276636,,,
84,1682085661265640724,-0.6716072143969063,-35.176350321339115,4.013509812791186,,,
85,1682085661771890398,-0.6410324451354695,-35.16216451456898,4.014868594241922,,,
86,1682085662265437223,-0.5945758776023454,-35.08336660468151,4.015581926282467,,,
87,1682085662765741998,-0.6001491240672868,-35.084719570123546,4.010233413974003,,,
88,1682085663265087866,-0.6035744413417619,-35.09442635914459,3.991019141067116,,,
89,1682085663768510275,-0.5869477973196118,-35.0662582507175,4.006788103052303,,,
90,1682085664264721294,-0.5629069052170188,-35.027506591319955,4.006033556384913,,,
91,1682085664770413878,-0.5569439269800237,-34.99594579086202,3.9978823562630943,,,
92,1682085665264741040,-0.5460719569556707,-34.98298871726006,3.99191409035232,,,
93,1682085665767971592,-0.5573980079777351,-35.00937133532132,3.9845031156124,,,
94,1682085666266002965,-0.5764156042197724,-35.0248622730296,3.984735544766246,,,
95,1682085666766673219,-0.5789524845159265,-34.99484002866126,3.989152881432704,,,
96,1682085667264751325,-0.5818825664415338,-34.95246441272235,3.9965524865381097,,,
97,1682085667769321302,-0.586039542867194,-34.96247756429059,3.99996819404691,,,
98,1682085668266059007,-0.5893505633168261,-35.00602148287098,3.995424335364297,,,
99,1682085668767619888,-0.5931781267113929,-35.03169625871959,4.000206561348353,,,
100,1682085669264742770,-0.5882744932243191,-34.99865601046671,4.003676544341131,,,
101,1682085669772658890,-0.5817844684449966,-34.99760766820149,3.9971706418266857,,,
102,1682085670264659941,-0.5540323527323211,-35.01646974826318,3.9874723158457215,,,
103,1682085670764661689,-0.5421083814831038,-35.02689840389305,3.9967599799584463,,,
104,1682085671264679839,-0.5394329950499945,-35.05573541564028,3.9908517089414,,,
105,1682085671768908515,-0.5372402284697089,-35.05410358603675,3.977981438502995,,,
106,1682085672265424501,-0.5271924942147717,-35.064421118978046,3.976018945974312,,,
107,1682085672766305160,-0.5280295970237195,-35.054419425153526,3.987159849686337,,,
108,1682085673264652178,-0.4975299719900286,-35.019840799694265,4.001062039785524,,,
109,1682085673767561856,-0.4680392874548733,-35.040564157620835,3.986455239730453,,,
110,1682085674264627701,-0.4965712266020302,-35.01507715197948,3.966921156335381,,,
111,1682085674765551004,-0.4817238580971643,-34.92625444458864,3.987633841071011,,,
112,1682085675264931221,-0.3999524892928874,-34.97886188426341,3.976107991489864,,,
113,1682085675785733835,-0.3369453716365557,-35.058893830023024,3.9559566234936816,,,
114,1682085676264642994,-0.4595158528872916,-35.05283274978694,3.9474562682863934,,,
115,1682085676764776134,-0.5058329724051066,-35.00148049502097,3.970375049735437,,,
116,1682085677264660117,-0.4871071953667849,-34.95177481324086,3.9816071177262704,,,
117,1682085677772542536,-0.5405657947729094,-34.98588666590341,3.974626065769528,,,
118,1682085678264750007,-0.5628477829745879,-35.07412823334024,3.973204908229821,,,
119,1682085678764844635,-0.5550964824680191,-35.04542134160132,3.987199052111444,,,
120,1682085679264756010,-0.5654596404416025,-35.03367843152953,4.01138691406989,,,
121,1682085679767282403,-0.586102790393041,-35.047855782474514,4.005914153585725,,,
122,1682085680264692758,-0.5678438943462905,-35.02637896101496,4.019392520860451,,,
123,1682085680766191175,-0.5246192317076789,-34.98796536027017,4.0376186073044025,,,
124,1682085681264840963,-0.5240296232768439,-34.98505538608318,4.039700043399813,,,
125,1682085681769663073,-0.5509707918877746,-35.11010268734519,4.030823294147598,,,
126,1682085682264669425,-0.4432305311338598,-35.17846952973128,4.039369858086989,,,
127,1682085682766118714,-0.2358476839494344,-35.166389470340576,4.052091050473002,,,
128,1682085683264830284,-0.200494057291009,-35.11745691481962,4.051668121511034,,,
129,1682085683766317346,-0.1109426785291903,-35.15306460598433,4.049465086762247,,,
130,1682085684264993716,0.1230201695114003,-35.19336372047973,4.03855599848716,,,
131,1682085684768454925,0.4315898210427104,-35.211647441054254,4.030499730195004,,,
132,1682085685268601027,0.5675792868857512,-35.19139187453463,4.021240544300488,,,
133,1682085685766929060,0.7895894997640946,-35.13568798238737,4.015684668342488,,,
134,1682085686264909863,1.1213645768961022,-35.12127582610865,4.0218687194764025,,,
135,1682085686767741467,1.336437985150725,-35.15382897931373,4.007884416608811,,,
136,1682085687264682654,1.5504007144007192,-35.206142619179964,4.001104762651397,,,
137,1682085687768157487,1.72851168049865,-35.21874789512993,3.988189828221016,,,
138,1682085688264765139,1.820792938884361,-35.069486202456325,3.989569057217261,,,
139,1682085688776295527,1.933532666844683,-34.852967683284575,4.008891134561569,,,
140,1682085689265803808,2.007707894479392,-34.65479837626615,4.009160624441207,,,
141,1682085689767499177,2.105626643227096,-34.34849087924986,4.054070107877589,,,
142,1682085690265204627,2.120109642530545,-34.16180592224361,4.039972681588582,,,
143,1682085690764698571,2.112407513992707,-33.84160552439069,4.020570427929364,,,
144,1682085691264623738,2.1869411072651364,-33.47233254971255,4.037576738013184,,,
145,1682085691774246409,2.215509237363393,-33.16771794488741,3.982665345130858,,,
146,1682085692265520653,2.2738016396602863,-32.80481271995815,3.975162128736256,,,
147,1682085692765803647,2.304482645726408,-32.56813238420622,3.978283123725813,,,
148,1682085693264663773,2.2516311314987045,-32.36786184380643,3.980069455632349,,,
149,1682085693765978834,2.280354725198653,-31.941157524503428,4.006120536950011,,,
150,1682085694264776795,2.2762832720721704,-31.514474577922392,4.016646621339339,,,
151,1682085694765238953,2.2337068046573765,-31.247786840173767,4.023524059759774,,,
152,1682085695264705089,2.2275485211434822,-31.00144741201236,3.988015586437448,,,
153,1682085695768290951,2.256560636012527,-30.7475047976422,3.9643662428629294,,,
154,1682085696265292282,2.266458136515814,-30.43767533584133,3.986668428267812,,,
155,1682085696769897330,2.276236327376384,-30.24728004732363,3.973100856214392,,,
156,1682085697264688866,2.130855062984633,-30.09466687204328,3.9535389797256975,,,
157,1682085697777566120,1.89461309281902,-29.885699284543453,3.957380664867016,,,
158,1682085698264754732,1.7110161349270716,-29.722667635240807,3.961550504932968,,,
159,1682085698766198654,1.5610245669489866,-29.634515733704085,3.9620499475600086,,,
160,1682085699264750759,1.4195436018346483,-29.57520513221208,3.952758337449187,,,
161,1682085699767550264,1.322731907957169,-29.55441335500148,3.9489341063646513,,,
162,1682085700264755209,1.3543234951619327,-29.45234848252437,3.977079967457106,,,
163,1682085700765881066,1.4495673792163066,-29.281607492336725,4.019357580564178,,,
164,1682085701264748168,1.4201823565808909,-29.29826711081266,4.035481460932551,,,
165,1682085701770231478,1.269877902062899,-29.362977913466786,3.997460802598785,,,
166,1682085702264671546,1.2001353109341115,-29.35119563980473,3.985162991092324,,,
167,1682085702766459391,1.2245110875441991,-29.36455421390322,3.970494810142218,,,
168,1682085703264704584,1.1686178212661509,-29.40103724967213,3.9777964229535567,,,
169,1682085703769597093,1.1550929094226474,-29.35030268315491,3.995526062596704,,,
170,1682085704265846182,1.1446467222893553,-29.30765660430303,4.011717298684985,,,
171,1682085704766792499,1.0872704535812912,-29.28640510076927,4.026969230315126,,,
172,1682085705264758868,1.1144454743184549,-29.27594756722105,4.03154174570149,,,
173,1682085705768391705,1.1949424865878464,-29.316430327838123,4.0284855182173,,,
174,1682085706264660112,1.2220837266463815,-29.344466044621623,4.035818263568194,,,
175,1682085706776330284,1.2358602911341123,-29.26731803582564,4.060529212793097,,,
176,1682085707264685078,1.073967203212873,-29.133896456366465,4.008635565973894,,,
177,1682085707769096060,0.9278002880085968,-29.079922445683405,3.9936885428583135,,,
178,1682085708264843180,0.934233701772988,-29.017838419525077,3.975378066917297,,,
179,1682085708765262560,0.9723978585706796,-28.801830237613668,3.994430715792111,,,
180,1682085709264786743,1.002405215367698,-28.615134167791616,4.016630405498633,,,
181,1682085709766730052,0.9832019223617242,-28.49203083251975,4.001266232110112,,,
182,1682085710265477011,0.988264127022182,-28.35326280979196,4.011245434494423,,,
183,1682085710765331551,1.0407855720935697,-28.193142667990617,4.017937373869869,,,
184,1682085711264757552,1.0548546076990697,-28.112125940529,4.017215863652725,,,
185,1682085711767493286,0.9747062360172144,-28.066542305453755,4.0183799272351015,,,
186,1682085712265239417,0.9516763878027108,-28.111800608550958,4.01426296350517,,,
187,1682085712767430174,1.0216335204597196,-28.21908165352159,4.007473618407383,,,
188,1682085713266276877,1.024076366465097,-28.22025683840352,4.009900883378295,,,
189,1682085713766495676,0.9918979198008646,-28.183355593458423,4.008163915458741,,,
190,1682085714264682994,1.0083808884213472,-28.19169669280377,4.012941834207971,,,
191,1682085714777417064,0.9780663839045092,-28.29452589788013,4.010631579608102,,,
192,1682085715264722120,0.845732244003369,-28.319073607990493,4.019829145085461,,,
193,1682085715769407685,0.6432809569595971,-28.248372966038676,3.99737512464613,,,
194,1682085716264710106,0.5229441241031664,-28.230610665620144,3.9984428439843582,,,
195,1682085716766628301,0.3773256409306443,-28.269932425824766,4.00052686624698,,,
196,1682085717264635797,0.2562505298297398,-28.237412041057777,4.003823783375097,,,
197,1682085717766530402,0.2043343644705643,-28.245674906483604,4.011862010033875,,,
198,1682085718264714829,0.0841910859142279,-28.236455314766147,4.019751817049796,,,
199,1682085718765384005,-0.1657308292287013,-28.195714894318595,4.000296060067647,,,
200,1682085719265754278,-0.3327595326054964,-28.191852130532837,3.991694005490265,,,
201,1682085719764925376,-0.4714724665132931,-28.2018697112069,3.998278053961901,,,
202,1682085720264632235,-0.5499765144353415,-28.1462308452368,4.009072489068063,,,
203,1682085720767047058,-0.6071373052818146,-28.09677805898615,4.00674263431258,,,
204,1682085721264602846,-0.6571442462754701,-28.03040269064613,4.0243648985713785,,,
205,1682085721768672842,-0.6666603829190101,-27.963624837984234,4.018798508307458,,,
206,1682085722264619187,-0.7997864726270876,-27.97236780203799,4.002712130827162,,,
207,1682085722765073440,-1.064674789336057,-28.020980380278484,3.98285533752388,,,
208,1682085723264695190,-1.216350118447728,-28.021720921325716,3.979860862984955,,,
209,1682085723765653899,-1.3507871283906576,-27.944047140722105,3.992576837709512,,,
210,1682085724266109370,-1.486110682124174,-27.878059317793795,3.998981091456486,,,
211,1682085724767413869,-1.68922859582752,-27.82120216440841,3.995933953652508,,,
212,1682085725264794385,-2.108436719052543,-27.79581996326747,3.99120042033678,,,
213,1682085725764954684,-2.458367767118257,-27.934028363866368,3.978870300515224,,,
214,1682085726264733366,-2.842660134608415,-27.931187569634567,3.992597272524847,,,
215,1682085726765693069,-3.277889860124337,-27.928143663124537,3.997129805263737,,,
216,1682085727264759197,-3.731615282165992,-27.877428316641232,4.007947060099792,,,
217,1682085727768272145,-4.156034544618499,-27.79718595154357,4.0114203648256295,,,
218,1682085728264646841,-4.664553320233721,-27.799399931990465,4.014167539451165,,,
219,1682085728772661815,-5.156007336812084,-27.82226969797997,3.990206255775382,,,
220,1682085729264700014,-5.50816117513673,-27.8256319131654,3.984503360496346,,,
221,1682085729769704346,-5.842001908768946,-27.820366164412032,3.9943534487722094,,,
222,1682085730268630028,-6.068315864256985,-27.802935189597832,3.990097148843237,,,
223,1682085730768163286,-6.334803183967622,-27.868550582900923,3.986160297807795,,,
224,1682085731264635763,-6.466353086506078,-27.98512356621113,3.98459422541945,,,
225,1682085731766413639,-6.525395142792986,-28.05835774849348,3.988552050195049,,,
226,1682085732264725477,-6.587341222934913,-28.031745665984104,3.9811289310771385,,,
227,1682085732771713809,-6.582879615370581,-28.01128326698853,3.9931502494185462,,,
228,1682085733264910859,-6.630506890992925,-28.001094849337917,3.98728256305528,,,
229,1682085733768123867,-6.653514296844972,-27.973949822378454,3.982871366005233,,,
230,1682085734264788754,-6.669475341982392,-27.90800200753285,3.9825655915096103,,,
231,1682085734766570983,-6.686022665275459,-27.920120005112345,3.9716392884759295,,,
232,1682085735265806145,-6.703468812789426,-27.94078232304744,3.9651973845849096,,,
233,1682085735766201571,-6.712565396696797,-27.938106595483703,3.967064612067443,,,
234,1682085736264784606,-6.758364296870372,-27.954464460321518,3.956139085105505,,,
235,1682085736764808411,-6.796893631818137,-27.9874564362886,3.95047722125284,,,
236,1682085737264731996,-6.768063805891578,-28.02073929637589,3.9493629673758055,,,
237,1682085737766908121,-6.754799695593901,-28.077313126662784,3.955935343403568,,,
238,1682085738264702787,-6.715271926501762,-28.10182164335181,3.978439469374377,,,
239,1682085738765024501,-6.766123191951986,-28.104781527221597,3.9727198119437777,,,
240,1682085739265600647,-6.841849892200578,-28.08453499442043,3.979521278199642,,,
241,1682085739767513105,-6.696332997484335,-27.891108557619592,3.98899990796767,,,
242,1682085740264971446,-6.35394126014787,-27.693534412492195,4.044508810463048,,,
243,1682085740764989588,-6.127050259924464,-27.67035432945814,4.0556059388081405,,,
244,1682085741265819741,-5.789277569199308,-27.534875785256407,4.040604171374467,,,
245,1682085741768347942,-5.485913568073107,-27.32526493089775,4.060965593626523,,,
246,1682085742264901628,-5.183846725013578,-27.1691817339344,4.04063495982057,,,
247,1682085742768355757,-5.003098772778356,-26.975648472003755,4.033148798001009,,,
248,1682085743265492620,-4.881400804023262,-26.7695510540428,4.007462124569836,,,
249,1682085743768325783,-4.608878099402975,-26.606180017806672,4.030329066880155,,,
250,1682085744264697597,-4.552364395089044,-26.417702577441936,4.028551159316962,,,
251,1682085744776749290,-4.510889664937636,-26.34537982251143,4.001876755983107,,,
252,1682085745264682091,-4.461892943637682,-26.259798086803688,3.987515330709108,,,
253,1682085745765308170,-4.462397638362364,-26.182778406583832,4.001043920530877,,,
254,1682085746264686000,-4.440259034236837,-26.06020360099156,3.9841049699534383,,,
255,1682085746768514241,-4.249640511452654,-25.964142259408952,3.9975171399666056,,,
256,1682085747264745280,-4.012522458053518,-25.93379987982582,3.998968278647201,,,
257,1682085747769183631,-3.829408679373002,-25.780983936950047,4.002425458285442,,,
258,1682085748264693973,-3.47389060610082,-25.62972420905809,4.007542196876627,,,
259,1682085748767750194,-3.0908051407845365,-25.505686781136408,4.010125039321565,,,
260,1682085749264756534,-2.69112837033143,-25.293128284718723,4.007862599250382,,,
261,1682085749768476475,-2.369165698736716,-25.169658148136712,3.998126066127142,,,
262,1682085750264724036,-2.067805099013019,-25.01579264727622,4.004579647741702,,,
263,1682085750767084087,-1.800321023953228,-24.81751463498502,4.025792088237569,,,
264,1682085751264883693,-1.5722059198215017,-24.59746981075949,4.017730069413398,,,
265,1682085751764998114,-1.2116728878778862,-24.465208600728246,4.030762721965359,,,
266,1682085752264781110,-0.8354951690608451,-24.32684896599808,4.009880840477736,,,
267,1682085752767060811,-0.5247637193177426,-24.14165265803975,4.007393221958443,,,
268,1682085753264819531,-0.2635717141800131,-24.007406963784817,4.010833383512862,,,
269,1682085753767081270,0.0114475399662074,-23.81815175336806,4.003109734273406,,,
270,1682085754264758115,0.2651037635084785,-23.6469981988646,4.004184072074617,,,
271,1682085754767154563,0.5934436156083046,-23.51740593656537,3.9838693174131072,,,
272,1682085755264881420,0.9064683734965808,-23.372063283197413,3.9617761752628873,,,
273,1682085755772375545,1.2399763342644423,-23.200298154523985,3.977184987272276,,,
274,1682085756265441765,1.5017283241264243,-23.05219317807887,3.997708117102636,,,
275,1682085756768249695,1.6812819770200276,-22.90187340855048,4.003822544214913,,,
276,1682085757264780803,1.893425702160477,-22.79053366975993,4.010986058612405,,,
277,1682085757766194074,2.064552677176453,-22.69195340127032,4.000307410077259,,,
278,1682085758264745406,2.1188967234651788,-22.6177955374959,3.981762503292171,,,
279,1682085758765986865,2.172795046918752,-22.56457623059137,3.972197209328105,,,
280,1682085759264739001,2.3073745238786127,-22.43783041811456,3.9623411689425656,,,
281,1682085759767015521,2.6678723818486088,-22.34908145856181,3.9928945078779488,,,
282,1682085760265478136,2.885466141625555,-22.25634304879281,4.001695622070196,,,
283,1682085760776375565,3.113695770922598,-22.13971043046553,3.986255018770028,,,
284,1682085761264780609,3.480962607017398,-21.968366115970888,4.003036723191324,,,
285,1682085761769582747,3.850014645846832,-21.813493641197848,4.006505134310085,,,
286,1682085762264847170,4.152345460514305,-21.62591589101023,4.004873908709238,,,
287,1682085762766303353,4.501224402819879,-21.476470482347107,4.001953530094834,,,
288,1682085763265124382,4.77341447395449,-21.37733916894277,4.014068964966562,,,
289,1682085763772424428,4.8649789239122345,-21.21703789905403,3.997683240578197,,,
290,1682085764264712594,4.8018421908499285,-21.291837333802693,3.987887134145334,,,
291,1682085764764723846,4.518417243689201,-21.52537679017242,3.960060595418879,,,
292,1682085765264611961,4.191435223919034,-21.7719205261119,3.945770436505907,,,
293,1682085765779874630,3.794237649914609,-22.03781257691308,3.9580197485957775,,,
294,1682085766264715035,3.228144591411841,-22.280885406377145,3.9524509350952175,,,
295,1682085766765071138,2.816790312337343,-22.34282183958566,3.977976093056532,,,
296,1682085767264807957,2.392993977153562,-22.56250845526541,4.001094884447404,,,
297,1682085767772725862,1.981806971773083,-22.78850695616953,4.004292870855591,,,
298,1682085768264709650,1.5596190866269837,-23.093002525828545,3.983454545848033,,,
299,1682085768766781783,1.0954225112322813,-23.413653474073328,3.984702745188678,,,
300,1682085769264710834,0.6270117831236093,-23.650763709271164,4.020162883660774,,,
301,1682085769768012739,0.223218286616315,-23.93897468914688,4.02092343580467,,,
302,1682085770264660502,-0.1668178801466074,-24.146611008845248,4.021687531501018,,,
303,1682085770764810148,-0.5886618252771173,-24.387949736521023,4.007656856564765,,,
304,1682085771264665795,-1.0641408978366071,-24.66192067691739,4.015148351477513,,,
305,1682085771767910162,-1.5170619493907893,-24.926596209353672,4.01220211298305,,,
306,1682085772265385284,-1.9863519769479927,-25.08564099225963,4.001723357524915,,,
307,1682085772764767644,-2.417454203863221,-25.210522720017188,3.999971697692493,,,
308,1682085773265308324,-2.8580892407625287,-25.415325253309856,3.9861976339083465,,,
309,1682085773766981509,-3.37031816554883,-25.54842397200488,3.992819992480287,,,
310,1682085774264694512,-3.880681675492161,-25.66623760705855,3.979039866057432,,,
311,1682085774765677943,-4.378198886910142,-25.797569400408214,3.98863675541717,,,
312,1682085775265638501,-4.891628914272324,-25.8965535000512,3.984245854505089,,,
313,1682085775765032744,-5.360419453443391,-26.00802967324648,3.998208858198024,,,
314,1682085776265282905,-5.80587517629708,-26.125971776422222,3.9941033994009767,,,
315,1682085776766155042,-6.246957463786817,-26.22351227964448,3.9918853572517055,,,
316,1682085777265442179,-6.746384617880268,-26.30497816732248,3.9909959777871897,,,
317,1682085777765584068,-7.287449132897252,-26.42651043161775,3.988802894676244,,,
318,1682085778265970107,-7.80071098204893,-26.51906855179424,3.9844996960756105,,,
319,1682085778764778728,-8.277747608238256,-26.663039630349715,3.981373368406732,,,
320,1682085779264737269,-8.72771114127334,-26.780858457466525,3.984377814590242,,,
321,1682085779766071860,-9.206533323677975,-26.85017076939855,3.99178718189124,,,
322,1682085780264722261,-9.716161962885188,-26.880760021248747,3.987294237451088,,,
323,1682085780766733790,-10.205794619714322,-26.96428400976865,3.989614313538776,,,
324,1682085781264789270,-10.718751184442157,-27.0699464649764,4.012474855715416,,,
325,1682085781767912139,-11.236624773600225,-27.105226920346755,4.0031343998024695,,,
326,1682085782264692951,-11.737742275737869,-27.14354259924188,3.995677204433816,,,
327,1682085782769263984,-12.243116667482225,-27.254710634051523,4.012917564120554,,,
328,1682085783264659764,-12.738700424141678,-27.34158867119386,3.997028252798444,,,
329,1682085783764918372,-13.056563549191722,-27.42684329577106,4.0035486762118495,,,
330,1682085784264800084,-13.217510584559838,-27.4545658254668,4.0041378393793865,,,
331,1682085784764998263,-13.186602347682005,-27.497322481136045,4.010655338690048,,,
332,1682085785264904812,-12.892837563525836,-27.422605515938447,4.026428012265374,,,
333,1682085785765778077,-12.595777325482365,-27.27395848950021,4.051878761550412,,,
334,1682085786264772355,-12.302198129208753,-27.16585908245983,4.042577871772697,,,
335,1682085786764662456,-11.973734706176351,-27.26391145642753,4.039860240385904,,,
336,1682085787264692583,-11.734509782012312,-27.536535646294134,4.020368937054649,,,
337,1682085787766948900,-11.408627146188689,-27.661477221428203,4.003387143587573,,,
338,1682085788265654657,-11.044553745539616,-27.66102464446575,4.01809976413292,,,
339,1682085788767176597,-10.650620496895137,-27.71640539295243,4.004336572836066,,,
340,1682085789264771813,-10.234855867125455,-27.888952519659338,4.003268168838711,,,
341,1682085789767767490,-9.836002059923016,-28.028442919158312,3.990869415005017,,,
342,1682085790264655355,-9.485423806512564,-28.04135818267561,3.9985752263257783,,,
343,1682085790840913044,-9.125090724706627,-27.990336737377007,4.009408808605359,,,
344,1682085791265188241,-8.82802238901049,-27.88365969204716,4.012734453284754,,,
345,1682085791769420460,-8.494322241809549,-27.74341217665534,4.009064342303492,,,
346,1682085792264646002,-8.214027489297651,-27.566969226724176,4.011744346514275,,,
347,1682085792767762102,-7.943652895889496,-27.37696138972225,4.015862242434445,,,
348,1682085793264633854,-7.68212188539798,-27.112516778012186,4.024182886653478,,,
349,1682085793767479943,-7.448585528306797,-26.975414482032225,4.019117779022404,,,
350,1682085794264668615,-7.403500133991851,-27.04969268097481,4.002880235444002,,,
351,1682085794767838118,-7.554158936362369,-27.057450352947072,4.00431075737581,,,
